study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14744	SAMEA4345051	ERS1256500	ERX1608581	ERR1537753	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537753/ERR1537753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537753/ERR1537753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACAA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACAA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537753	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537753		
PRJEB14744	SAMEA4345052	ERS1256501	ERX1608582	ERR1537754	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537754/ERR1537754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537754/ERR1537754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACCC20NCCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACCC20NCCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537754	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537754		
PRJEB14744	SAMEA4345053	ERS1256502	ERX1608583	ERR1537755	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537755/ERR1537755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537755/ERR1537755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACCC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACCC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537755	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537755		
PRJEB14744	SAMEA4345054	ERS1256503	ERX1608584	ERR1537756	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537756/ERR1537756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537756/ERR1537756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACGG20NGCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACGG20NGCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537756	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537756		
PRJEB14744	SAMEA4345055	ERS1256504	ERX1608585	ERR1537757	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537757/ERR1537757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537757/ERR1537757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACTT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACTT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537757	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537757		
PRJEB14744	SAMEA4345056	ERS1256505	ERX1608586	ERR1537758	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537758/ERR1537758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537758/ERR1537758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACTT20NTCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAACTT20NTCA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537758	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537758		
PRJEB14744	SAMEA4345057	ERS1256506	ERX1608587	ERR1537759	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537759/ERR1537759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537759/ERR1537759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGAC20NAGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGAC20NAGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537759	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537759		
PRJEB14744	SAMEA4345058	ERS1256507	ERX1608588	ERR1537760	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537760/ERR1537760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537760/ERR1537760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGGT20NGGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGGT20NGGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537760	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537760		
PRJEB14744	SAMEA4345059	ERS1256508	ERX1608589	ERR1537761	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537761/ERR1537761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537761/ERR1537761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGGT20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGGT20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537761	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537761		
PRJEB14744	SAMEA4345060	ERS1256509	ERX1608590	ERR1537762	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537762/ERR1537762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537762/ERR1537762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537762	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537762		
PRJEB14744	SAMEA4345061	ERS1256510	ERX1608591	ERR1537763	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537763/ERR1537763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537763/ERR1537763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA30NTGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA30NTGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537763	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537763		
PRJEB14744	SAMEA4345062	ERS1256511	ERX1608592	ERR1537764	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537764/ERR1537764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537764/ERR1537764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA40NTGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAAGTA40NTGA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537764	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537764		
PRJEB14744	SAMEA4345063	ERS1256512	ERX1608593	ERR1537765	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537765/ERR1537765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537765/ERR1537765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537765	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537765		
PRJEB14744	SAMEA4345064	ERS1256513	ERX1608594	ERR1537766	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537766/ERR1537766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537766/ERR1537766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537766	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537766		
PRJEB14744	SAMEA4345065	ERS1256514	ERX1608595	ERR1537767	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537767/ERR1537767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537767/ERR1537767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG40NATA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATAG40NATA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537767	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537767		
PRJEB14744	SAMEA4345066	ERS1256515	ERX1608596	ERR1537768	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537768/ERR1537768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537768/ERR1537768.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATCT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATCT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537768	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537768		
PRJEB14744	SAMEA4345067	ERS1256516	ERX1608597	ERR1537769	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537769/ERR1537769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537769/ERR1537769.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATCT20NCTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATCT20NCTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537769	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537769		
PRJEB14744	SAMEA4345068	ERS1256517	ERX1608598	ERR1537770	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537770/ERR1537770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537770/ERR1537770.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATGA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATGA20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537770	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537770		
PRJEB14744	SAMEA4345069	ERS1256518	ERX1608599	ERR1537771	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537771/ERR1537771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537771/ERR1537771.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATTC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATTC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537771	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537771		
PRJEB14744	SAMEA4345070	ERS1256519	ERX1608600	ERR1537772	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537772/ERR1537772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537772/ERR1537772.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATTC20NTTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TAATTC20NTTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537772	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537772		
PRJEB14744	SAMEA4345071	ERS1256520	ERX1608601	ERR1537773	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537773/ERR1537773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537773/ERR1537773.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAAA20NAAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAAA20NAAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537773	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537773		
PRJEB14744	SAMEA4345072	ERS1256521	ERX1608602	ERR1537774	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537774/ERR1537774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537774/ERR1537774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC20NCAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC20NCAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537774	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537774		
PRJEB14744	SAMEA4345073	ERS1256522	ERX1608603	ERR1537775	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537775/ERR1537775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537775/ERR1537775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537775	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537775		
PRJEB14744	SAMEA4345074	ERS1256523	ERX1608604	ERR1537776	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537776/ERR1537776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537776/ERR1537776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC40NCAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACACC40NCAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537776	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537776		
PRJEB14744	SAMEA4345075	ERS1256524	ERX1608605	ERR1537777	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537777/ERR1537777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537777/ERR1537777.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAGG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAGG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537777	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537777		
PRJEB14744	SAMEA4345076	ERS1256525	ERX1608606	ERR1537778	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537778/ERR1537778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537778/ERR1537778.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAGG20NGAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACAGG20NGAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537778	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537778		
PRJEB14744	SAMEA4345077	ERS1256526	ERX1608607	ERR1537779	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537779/ERR1537779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1537779/ERR1537779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACATT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACATT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537779	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1537779		
PRJEB14744	SAMEA4345078	ERS1256527	ERX1608608	ERR1537780	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537780/ERR1537780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1537780/ERR1537780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACATT20NTAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACATT20NTAC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537780	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1537780		
PRJEB14744	SAMEA4345079	ERS1256528	ERX1608609	ERR1537781	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537781/ERR1537781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1537781/ERR1537781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCAC20NACC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCAC20NACC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537781	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1537781		
PRJEB14744	SAMEA4345080	ERS1256529	ERX1608610	ERR1537782	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537782/ERR1537782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1537782/ERR1537782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCAC30NACC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCAC30NACC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537782	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1537782		
PRJEB14744	SAMEA4345081	ERS1256530	ERX1608611	ERR1537783	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537783/ERR1537783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1537783/ERR1537783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCCG20NCCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCCG20NCCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537783	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1537783		
PRJEB14744	SAMEA4345082	ERS1256531	ERX1608612	ERR1537784	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537784/ERR1537784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1537784/ERR1537784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCCG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCCG20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537784	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1537784		
PRJEB14744	SAMEA4345083	ERS1256532	ERX1608613	ERR1537785	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537785/ERR1537785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1537785/ERR1537785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NCG_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537785	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1537785		
PRJEB14744	SAMEA4345084	ERS1256533	ERX1608614	ERR1537786	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537786/ERR1537786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1537786/ERR1537786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NGCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NGCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537786	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1537786		
PRJEB14744	SAMEA4345085	ERS1256534	ERX1608615	ERR1537787	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537787/ERR1537787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1537787/ERR1537787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT20NTA_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537787	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1537787		
PRJEB14744	SAMEA4345086	ERS1256535	ERX1608616	ERR1537788	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537788/ERR1537788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1537788/ERR1537788.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT40NGCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/ZeroCycle_ES0_TACCGT40NGCC_0.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537788	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1537788		
